,LATITUDE,LONGITUDE,CRASHES,LOG_CRASHES
653,40.76,-73.96,1789,7.489412083508719
654,40.76,-73.95,313,5.746203190540153
655,40.76,-73.94,639,6.459904454377535
656,40.76,-73.93,708,6.56244409369372
657,40.76,-73.92,1001,6.90875477931522
658,40.76,-73.91,561,6.329720905522696
659,40.76,-73.9,421,6.042632833682381
660,40.76,-73.89,574,6.352629396319567
661,40.76,-73.88,992,6.899723107284872
662,40.76,-73.87,947,6.853299093186078
663,40.76,-73.86,928,6.833031732786201
664,40.76,-73.85,113,4.727387818712341
665,40.76,-73.84,455,6.12029741895095
666,40.76,-73.83,1325,7.1891677384203225
667,40.76,-73.82,627,6.440946540632921
668,40.76,-73.81,409,6.013715156042802
669,40.76,-73.8,336,5.817111159963204
670,40.76,-73.79,360,5.886104031450156
671,40.76,-73.78,341,5.831882477283517
672,40.76,-73.77,453,6.115892125483034
673,40.76,-73.76,610,6.413458957167357
674,40.76,-73.75,168,5.123963979403259
675,40.76,-73.74,339,5.82600010738045
676,40.76,-73.73,160,5.075173815233827
677,40.76,-73.72,233,5.4510384535657
678,40.76,-73.71,10,2.302585092994046
679,40.77,-74.0,81,4.394449154672439
680,40.77,-73.99,1006,6.913737350659685
681,40.77,-73.98,1022,6.92951677076365
682,40.77,-73.97,361,5.8888779583328805
683,40.77,-73.96,1122,7.022868086082641
684,40.77,-73.95,1098,7.001245622069476
685,40.77,-73.94,176,5.170483995038151
686,40.77,-73.93,677,6.517671272912275
687,40.77,-73.92,1247,7.1284959456800365
688,40.77,-73.91,1065,6.970730078143525
689,40.77,-73.9,398,5.986452005284438
690,40.77,-73.89,596,6.39024066706535
691,40.77,-73.88,472,6.156978985585555
692,40.77,-73.87,275,5.616771097666572
693,40.77,-73.86,56,4.02535169073515
694,40.77,-73.85,79,4.3694478524670215
695,40.77,-73.84,386,5.955837369464831
696,40.77,-73.83,544,6.298949246855942
697,40.77,-73.82,356,5.87493073085203
698,40.77,-73.81,191,5.25227342804663
699,40.77,-73.8,159,5.0689042022202315
700,40.77,-73.79,202,5.308267697401205
701,40.77,-73.78,177,5.176149732573829
702,40.77,-73.77,210,5.3471075307174685
703,40.77,-73.76,80,4.382026634673881
704,40.77,-73.75,14,2.6390573296152584
705,40.77,-73.74,201,5.303304908059076
706,40.77,-73.73,64,4.1588830833596715
707,40.77,-73.72,26,3.258096538021482
708,40.78,-73.99,258,5.552959584921617
709,40.78,-73.98,878,6.777646593635117
710,40.78,-73.97,243,5.493061443340548
711,40.78,-73.96,619,6.428105272684596
712,40.78,-73.95,1150,7.047517221357296
713,40.78,-73.94,568,6.342121418721152
714,40.78,-73.93,70,4.248495242049359
715,40.78,-73.92,252,5.529429087511423
716,40.78,-73.91,327,5.7899601708972535
717,40.78,-73.9,146,4.983606621708336
718,40.78,-73.89,2,0.6931471805599453
719,40.78,-73.86,22,3.091042453358316
720,40.78,-73.85,299,5.700443573390687
721,40.78,-73.84,380,5.940171252720432
722,40.78,-73.83,183,5.209486152841421
723,40.78,-73.82,284,5.648974238161206
724,40.78,-73.81,177,5.176149732573829
725,40.78,-73.8,136,4.912654885736052
726,40.78,-73.79,46,3.828641396489095
727,40.78,-73.78,171,5.14166355650266
728,40.78,-73.77,56,4.02535169073515
729,40.78,-73.75,11,2.3978952727983707
730,40.78,-73.74,7,1.9459101490553132
731,40.79,-73.98,597,6.391917113392602
732,40.79,-73.97,916,6.82001636467413
733,40.79,-73.96,239,5.476463551931511
734,40.79,-73.95,1549,7.3453648404168685
735,40.79,-73.94,1674,7.422971251049421
736,40.79,-73.93,156,5.049856007249537
737,40.79,-73.92,8,2.0794415416798357
738,40.79,-73.91,6,1.791759469228055
739,40.79,-73.86,36,3.58351893845611
740,40.79,-73.85,218,5.384495062789089
741,40.79,-73.84,261,5.564520407322694
742,40.79,-73.83,45,3.8066624897703196
743,40.79,-73.82,473,6.159095388491933
744,40.79,-73.81,270,5.598421958998375
745,40.79,-73.8,119,4.77912349311153
746,40.79,-73.79,165,5.10594547390058
747,40.79,-73.78,166,5.111987788356544
748,40.79,-73.77,1,0.0
749,40.8,-73.98,188,5.236441962829949
750,40.8,-73.97,726,6.587550014824796
751,40.8,-73.96,771,6.647688373563329
752,40.8,-73.95,1190,7.081708586105575
753,40.8,-73.94,1870,7.533693709848633
754,40.8,-73.93,1312,7.179307969504034
755,40.8,-73.92,478,6.169610732491456
756,40.8,-73.91,585,6.371611847231857
757,40.8,-73.89,4,1.3862943611198906
758,40.8,-73.88,8,2.0794415416798357
759,40.8,-73.87,36,3.58351893845611
760,40.8,-73.85,1,0.0
761,40.8,-73.83,2,0.6931471805599453
762,40.8,-73.82,14,2.6390573296152584
763,40.8,-73.81,8,2.0794415416798357
764,40.8,-73.8,3,1.0986122886681098
765,40.8,-73.78,1,0.0
766,40.81,-73.97,218,5.384495062789089
767,40.81,-73.96,745,6.61338421837956
768,40.81,-73.95,1767,7.4770384723196965
769,40.81,-73.94,1756,7.470793774195062
770,40.81,-73.93,1409,7.25063551189868
771,40.81,-73.92,1376,7.226936018493289
772,40.81,-73.91,1082,6.9865664594064265
773,40.81,-73.9,749,6.618738983517219
774,40.81,-73.89,556,6.320768294250582
775,40.81,-73.88,249,5.517452896464707
776,40.81,-73.87,27,3.295836866004329
777,40.81,-73.86,129,4.859812404361672
778,40.81,-73.85,82,4.406719247264253
779,40.81,-73.84,5,1.6094379124341003
780,40.81,-73.83,14,2.6390573296152584
781,40.81,-73.82,20,2.995732273553991
782,40.81,-73.81,16,2.772588722239781
783,40.81,-73.8,8,2.0794415416798357
784,40.82,-73.96,852,6.747586526829315
785,40.82,-73.95,1177,7.0707241072602764
786,40.82,-73.94,1863,7.529943370601589
787,40.82,-73.93,1089,6.9930151229329605
788,40.82,-73.92,1334,7.195937226475569
789,40.82,-73.91,1353,7.210079628170788
790,40.82,-73.9,1229,7.113956109566034
791,40.82,-73.89,2146,7.671360923190644
792,40.82,-73.88,811,6.698268054115413
793,40.82,-73.87,770,6.646390514847729
794,40.82,-73.86,437,6.07993319509559
795,40.82,-73.85,305,5.720311776607412
796,40.82,-73.84,223,5.407171771460119
797,40.82,-73.83,52,3.9512437185814275
798,40.82,-73.82,303,5.713732805509369
799,40.82,-73.81,128,4.852030263919617
800,40.82,-73.8,10,2.302585092994046
801,40.83,-73.96,4,1.3862943611198906
802,40.83,-73.95,1043,6.949856455000773
803,40.83,-73.94,1388,7.23561914106675
804,40.83,-73.93,1169,7.063903961472068
805,40.83,-73.92,1297,7.167809184316444
806,40.83,-73.91,1277,7.152268856032539
807,40.83,-73.9,948,6.854354502255021
808,40.83,-73.89,1086,6.990256500493881
809,40.83,-73.88,857,6.75343791859778
810,40.83,-73.87,1065,6.970730078143525
811,40.83,-73.86,1407,7.249215057114389
812,40.83,-73.85,987,6.894670039433482
813,40.83,-73.84,533,6.278521424165844
814,40.83,-73.83,475,6.163314804034641
815,40.83,-73.82,356,5.87493073085203
816,40.83,-73.81,3,1.0986122886681098
817,40.84,-73.95,461,6.133398042996649
818,40.84,-73.94,1359,7.214504414151143
819,40.84,-73.93,1108,7.010311867307229
820,40.84,-73.92,1736,7.459338895220296
821,40.84,-73.91,1342,7.201916317531627
822,40.84,-73.9,1548,7.344719054149673
823,40.84,-73.89,1185,7.077498053569231
824,40.84,-73.88,1117,7.018401799069201
825,40.84,-73.87,1556,7.349873704738337
826,40.84,-73.86,589,6.3784261836515865
827,40.84,-73.85,650,6.476972362889683
828,40.84,-73.84,510,6.234410725718371
829,40.84,-73.83,531,6.274762021241939
830,40.84,-73.82,101,4.61512051684126
831,40.84,-73.79,6,1.791759469228055
832,40.84,-73.78,19,2.9444389791664403
833,40.85,-73.95,97,4.574710978503383
834,40.85,-73.94,1059,6.9650803456014065
835,40.85,-73.93,1535,7.336285660021297
836,40.85,-73.92,1103,7.005789019253503
837,40.85,-73.91,2061,7.630946580890459
838,40.85,-73.9,1682,7.427738840532894
839,40.85,-73.89,1041,6.947937068614969
840,40.85,-73.88,496,6.206575926724928
841,40.85,-73.87,728,6.590301048196686
842,40.85,-73.86,485,6.184148890937483
843,40.85,-73.85,358,5.8805329864007
844,40.85,-73.84,289,5.666426688112432
845,40.85,-73.83,537,6.285998094508865
846,40.85,-73.82,49,3.8918202981106265
847,40.85,-73.79,99,4.59511985013459
848,40.85,-73.78,6,1.791759469228055
849,40.86,-73.94,97,4.574710978503383
850,40.86,-73.93,778,6.656726524178391
851,40.86,-73.92,1160,7.05617528410041
852,40.86,-73.91,1392,7.238496840894365
853,40.86,-73.9,1932,7.566311014772463
854,40.86,-73.89,1425,7.261927092702751
855,40.86,-73.88,322,5.7745515455444085
856,40.86,-73.87,676,6.516193076042964
857,40.86,-73.86,383,5.948034989180646
858,40.86,-73.85,215,5.3706380281276624
859,40.86,-73.84,239,5.476463551931511
860,40.86,-73.83,314,5.749392985908253
861,40.86,-73.82,76,4.330733340286331
862,40.86,-73.81,39,3.6635616461296463
863,40.86,-73.8,19,2.9444389791664403
864,40.86,-73.79,16,2.772588722239781
865,40.87,-73.93,346,5.846438775057725
866,40.87,-73.92,664,6.498282149476434
867,40.87,-73.91,515,6.244166900663736
868,40.87,-73.9,914,6.81783057145415
869,40.87,-73.89,956,6.862757913051401
870,40.87,-73.88,826,6.716594773520978
871,40.87,-73.87,737,6.602587892189336
872,40.87,-73.86,621,6.431331081933479
873,40.87,-73.85,501,6.2166061010848646
874,40.87,-73.84,507,6.2285110035911835
875,40.87,-73.83,468,6.148468295917647
876,40.87,-73.82,242,5.488937726156687
877,40.87,-73.81,25,3.2188758248682006
878,40.87,-73.8,39,3.6635616461296463
879,40.88,-73.93,3,1.0986122886681098
880,40.88,-73.92,156,5.049856007249537
881,40.88,-73.91,690,6.536691597591305
882,40.88,-73.9,1054,6.960347729101308
883,40.88,-73.89,428,6.059123195581797
884,40.88,-73.88,842,6.7357800142423265
885,40.88,-73.87,1105,7.007600613951853
886,40.88,-73.86,788,6.669498089857879
887,40.88,-73.85,668,6.504288173536645
888,40.88,-73.84,582,6.366470447731438
889,40.88,-73.83,522,6.257667587882639
890,40.88,-73.82,104,4.6443908991413725
891,40.88,-73.8,2,0.6931471805599453
892,40.88,-73.79,1,0.0
893,40.89,-73.92,13,2.5649493574615367
894,40.89,-73.91,280,5.634789603169249
895,40.89,-73.9,320,5.768320995793772
896,40.89,-73.89,277,5.6240175061873385
897,40.89,-73.88,137,4.919980925828125
898,40.89,-73.87,135,4.90527477843843
899,40.89,-73.86,1162,7.057897937411856
900,40.89,-73.85,614,6.419994928147142
901,40.89,-73.84,361,5.8888779583328805
902,40.89,-73.83,389,5.963579343618446
903,40.89,-73.82,119,4.77912349311153
904,40.89,-73.81,2,0.6931471805599453
905,40.89,-73.79,1,0.0
906,40.9,-73.92,1,0.0
907,40.9,-73.91,97,4.574710978503383
908,40.9,-73.9,222,5.402677381872279
909,40.9,-73.89,93,4.532599493153256
910,40.9,-73.88,260,5.560681631015528
911,40.9,-73.87,249,5.517452896464707
912,40.9,-73.86,577,6.3578422665081
913,40.9,-73.85,696,6.54534966033442
914,40.9,-73.84,151,5.017279836814924
915,40.91,-73.91,26,3.258096538021482
916,40.91,-73.9,231,5.442417710521793
917,40.91,-73.89,4,1.3862943611198906
918,40.91,-73.85,102,4.624972813284271
919,40.93,-73.9,1,0.0
